SampleID,FGA,TPO,D1S1609,D2S441,D8S1108,D21S2052,D18S51,Population
PAS_3,NA,"121.0,117.0","172.0,172.0","131.0,132.0","256.0,256.0","133.0,129.0",NA,Pashtun
PAS_4,NA,"109.0,109.0","176.0,176.0","127.0,131.0","256.0,256.0","137.0,125.0",NA,Pashtun
PAS_5,NA,"121.0,109.0","172.0,156.0","131.0,135.0","260.0,260.0","125.0,137.0",NA,Pashtun
PAS_6,NA,"121.0,121.0","172.0,172.0","132.0,135.0","256.0,260.0","129.0,129.0",NA,Pashtun
PAS_7,NA,"109.0,121.0","188.0,172.0","132.0,127.0","256.0,256.0","129.0,129.0",NA,Pashtun
PAS_8,NA,"109.0,109.0","162.0,188.0","127.0,132.0","256.0,256.0","133.0,121.0",NA,Pashtun
PAS_9,NA,"121.0,109.0","172.0,176.0","135.0,127.0","256.0,248.0","121.0,133.0",NA,Pashtun
PAS_10,NA,"109.0,109.0","184.0,172.0","127.0,127.0","244.0,260.0","125.0,125.0",NA,Pashtun
MON_1,NA,"121.0,109.0","156.0,156.0","131.0,131.0","260.0,256.0","121.0,121.0","13.2,11.0",Mongolian
MON_2,NA,"113.0,109.0","184.0,172.0","131.0,131.0","252.0,256.0","125.0,125.0","11.0,13.0",Mongolian
MON_3,NA,"121.0,109.0","156.0,172.0","131.0,131.0","244.0,252.0","121.0,121.0","10.2,14.0",Mongolian
MON_4,NA,"109.0,113.0","156.0,156.0","131.0,135.0","264.0,260.0","125.0,125.0","10.0,11.0",Mongolian
MON_5,NA,"121.0,109.0","156.0,172.0","127.0,131.0","252.0,256.0","125.0,121.0","11.2,11.0",Mongolian
MON_6,NA,"109.0,109.0","172.0,180.0","127.0,131.0","256.0,252.0","125.0,100.0","11.2,12.0",Mongolian
MON_7,NA,"109.0,109.0","172.0,156.0","131.0,131.0","252.0,252.0","125.0,121.0","12.2,10.2",Mongolian
MON_8,NA,"121.0,121.0","156.0,180.0","131.0,131.0","252.0,252.0","117.0,121.0","10.2,12.0",Mongolian
MON_9,NA,"109.0,109.0","172.0,184.0","131.0,135.0","256.0,252.0","121.0,125.0","11.2,10.2",Mongolian
MON_10,NA,"113.0,117.0","172.0,162.0","127.0,135.0","252.0,248.0","121.0,121.0","10.2,11.0",Mongolian
BAL_1,NA,"113.0,109.0","184.0,176.0","131.0,131.0","252.0,256.0","100.0,117.0",NA,Balochi
BAL_2,NA,"109.0,109.0","162.0,172.0","131.0,127.0","248.0,248.0","125.0,133.0",NA,Balochi
BAL_3,NA,"117.0,113.0","162.0,172.0","139.0,131.0","248.0,252.0","125.0,129.0",NA,Balochi
BAL_4,NA,"121.0,121.0","172.0,162.0","131.0,132.0","248.0,256.0","125.0,133.0",NA,Balochi
BAL_5,NA,"121.0,121.0","192.0,172.0","131.0,131.0","248.0,248.0","117.0,137.0",NA,Balochi
BAL_6,NA,"113.0,109.0","162.0,184.0","127.0,131.0","248.0,248.0","125.0,117.0",NA,Balochi
BAL_7,NA,"113.0,113.0","162.0,162.0","134.0,136.0","248.0,260.0","100.0,125.0",NA,Balochi
BAL_8,NA,"113.0,121.0","162.0,172.0","127.0,131.0","248.0,248.0","137.0,129.0",NA,Balochi
BAL_9,NA,"125.0,117.0","172.0,172.0","131.0,131.0","252.0,252.0","129.0,129.0",NA,Balochi
BAL_10,NA,"117.0,125.0","188.0,172.0","127.0,131.0","252.0,260.0","133.0,100.0",NA,Balochi
BRA_1,NA,"117.0,121.0","162.0,156.0","131.0,131.0","256.0,256.0","117.0,125.0",NA,Brahui
BRA_2,NA,"121.0,121.0","172.0,172.0","136.0,131.0","260.0,252.0","125.0,133.0",NA,Brahui
BRA_3,NA,"109.0,109.0","172.0,162.0","131.0,131.0","256.0,256.0","117.0,133.0",NA,Brahui
BRA_4,NA,"109.0,109.0","172.0,156.0","131.0,131.0","244.0,256.0","121.0,129.0",NA,Brahui
BRA_5,NA,"113.0,121.0","172.0,172.0","131.0,131.0","260.0,256.0","121.0,133.0",NA,Brahui
BRA_6,NA,"109.0,113.0","162.0,172.0","131.0,135.0","256.0,252.0","129.0,129.0",NA,Brahui
BRA_7,NA,"109.0,109.0","176.0,172.0","136.0,131.0","256.0,244.0","133.0,129.0",NA,Brahui
BRA_8,NA,"109.0,121.0","162.0,172.0","135.0,136.0","260.0,256.0","117.0,137.0",NA,Brahui
BRA_9,NA,"121.0,121.0","172.0,176.0","132.0,135.0","260.0,248.0","133.0,133.0",NA,Brahui
BRA_10,NA,"121.0,113.0","176.0,172.0","136.0,136.0","252.0,244.0","129.0,121.0",NA,Brahui
HAZ_1,NA,"109.0,121.0","162.0,156.0","131.0,127.0","256.0,260.0","125.0,117.0",NA,Hazara
HAZ_2,NA,"109.0,121.0","162.0,156.0","134.0,134.0","252.0,256.0","133.0,129.0",NA,Hazara
HAZ_3,NA,"109.0,109.0","162.0,162.0","131.0,127.0","256.0,252.0","121.0,129.0",NA,Hazara
HAZ_4,NA,"109.0,113.0","156.0,176.0","131.0,134.0","252.0,248.0","121.0,117.0",NA,Hazara
HAZ_5,NA,"109.0,117.0","188.0,188.0","127.0,127.0","252.0,256.0","129.0,117.0",NA,Hazara
HAZ_6,NA,"109.0,109.0","176.0,176.0","131.0,134.0","252.0,244.0","129.0,129.0",NA,Hazara
HAZ_7,NA,"117.0,121.0","162.0,184.0","131.0,131.0","256.0,252.0","129.0,125.0",NA,Hazara
HAZ_8,NA,"117.0,121.0","176.0,162.0","127.0,139.0","252.0,252.0","129.0,125.0",NA,Hazara
HAZ_9,NA,"113.0,109.0","180.0,156.0","134.0,127.0","256.0,252.0","129.0,121.0",NA,Hazara
HAZ_10,NA,"109.0,109.0","162.0,188.0","131.0,134.0","252.0,252.0","121.0,133.0",NA,Hazara
SIN_1,NA,"125.0,121.0","162.0,180.0","135.0,127.0","256.0,256.0","129.0,125.0",NA,Sindhi
SIN_2,NA,"109.0,109.0","162.0,180.0","134.0,127.0","264.0,256.0","125.0,117.0",NA,Sindhi
SIN_3,NA,"117.0,109.0","172.0,172.0","131.0,134.0","256.0,260.0","125.0,133.0",NA,Sindhi
SIN_4,NA,"121.0,125.0","184.0,172.0","131.0,131.0","260.0,256.0","121.0,117.0",NA,Sindhi
SIN_5,NA,"121.0,109.0","180.0,172.0","134.0,127.0","256.0,260.0","100.0,121.0",NA,Sindhi
SIN_6,NA,"117.0,109.0","172.0,176.0","134.0,127.0","256.0,244.0","117.0,133.0",NA,Sindhi
SIN_7,NA,"109.0,121.0","162.0,162.0","134.0,127.0","256.0,252.0","100.0,121.0",NA,Sindhi
SIN_8,NA,"125.0,121.0","172.0,172.0","135.0,131.0","256.0,260.0","125.0,129.0",NA,Sindhi
SIN_9,NA,"121.0,109.0","180.0,188.0","131.0,127.0","252.0,248.0","129.0,125.0",NA,Sindhi
SIN_10,NA,"109.0,121.0","172.0,172.0","131.0,131.0","252.0,256.0","125.0,129.0",NA,Sindhi
DAI_1,NA,"121.0,109.0","162.0,162.0","131.0,135.0","252.0,248.0","117.0,117.0",NA,Dai
DAI_2,NA,"109.0,109.0","162.0,172.0","135.0,131.0","248.0,256.0","117.0,117.0",NA,Dai
DAI_3,NA,"121.0,121.0","162.0,176.0","135.0,135.0","248.0,252.0","100.0,117.0",NA,Dai
DAI_4,NA,"109.0,109.0","162.0,162.0","135.0,135.0","248.0,252.0","125.0,117.0",NA,Dai
DAI_5,NA,"109.0,121.0","172.0,162.0","131.0,135.0","248.0,252.0","100.0,125.0",NA,Dai
DAI_6,NA,"113.0,113.0","162.0,162.0","135.0,131.0","248.0,248.0","125.0,129.0",NA,Dai
DAI_7,NA,"121.0,113.0","184.0,156.0","127.0,127.0","244.0,244.0","121.0,121.0",NA,Dai
DAI_8,NA,"113.0,109.0","172.0,162.0","135.0,131.0","252.0,248.0","117.0,121.0",NA,Dai
DAI_9,NA,"109.0,113.0","176.0,156.0","135.0,136.0","248.0,248.0","121.0,117.0",NA,Dai
DAI_10,NA,"109.0,109.0","172.0,162.0","135.0,127.0","248.0,252.0","121.0,100.0",NA,Dai
DAU_1,NA,"109.0,113.0","184.0,172.0","127.0,131.0","252.0,248.0","129.0,121.0",NA,Daur
DAU_2,NA,"117.0,109.0","172.0,184.0","131.0,127.0","248.0,256.0","125.0,117.0",NA,Daur
DAU_3,NA,"117.0,109.0","162.0,162.0","127.0,131.0","248.0,248.0","121.0,117.0",NA,Daur
DAU_4,NA,"109.0,117.0","162.0,184.0","127.0,127.0","248.0,248.0","125.0,121.0",NA,Daur
DAU_5,NA,"117.0,109.0","172.0,162.0","131.0,131.0","252.0,248.0","121.0,121.0",NA,Daur
DAU_6,NA,"109.0,109.0","162.0,162.0","131.0,127.0","252.0,252.0","121.0,121.0",NA,Daur
DAU_7,NA,"109.0,109.0","172.0,196.0","131.0,127.0","256.0,252.0","117.0,125.0",NA,Daur
DAU_8,NA,"113.0,117.0","192.0,196.0","134.0,131.0","252.0,248.0","125.0,121.0",NA,Daur
DAU_9,NA,"109.0,113.0","172.0,192.0","131.0,127.0","252.0,252.0","117.0,121.0",NA,Daur
DAU_10,NA,"109.0,117.0","172.0,188.0","131.0,131.0","248.0,248.0","121.0,117.0",NA,Daur
HEZ_1,NA,"117.0,109.0","162.0,162.0","134.0,134.0","252.0,248.0","133.0,125.0",NA,Hezhe
HEZ_2,NA,"113.0,121.0","162.0,172.0","131.0,135.0","248.0,264.0","137.0,129.0",NA,Hezhe
HEZ_3,NA,"113.0,121.0","156.0,162.0","132.0,134.0","260.0,252.0","117.0,117.0",NA,Hezhe
HEZ_4,NA,"125.0,109.0","162.0,184.0","134.0,134.0","248.0,252.0","117.0,129.0",NA,Hezhe
HEZ_5,NA,"113.0,121.0","162.0,172.0","134.0,132.0","248.0,252.0","125.0,129.0",NA,Hezhe
HEZ_6,NA,"113.0,109.0","184.0,162.0","131.0,131.0","252.0,252.0","125.0,125.0",NA,Hezhe
HEZ_7,NA,"117.0,113.0","156.0,172.0","134.0,132.0","244.0,244.0","129.0,129.0",NA,Hezhe
HEZ_8,NA,"125.0,121.0","162.0,156.0","135.0,132.0","252.0,252.0","125.0,129.0",NA,Hezhe
HEZ_9,NA,"125.0,109.0","162.0,184.0","131.0,134.0","256.0,260.0","117.0,129.0",NA,Hezhe
HEZ_10,NA,"113.0,121.0","162.0,162.0","135.0,134.0","252.0,248.0","125.0,117.0",NA,Hezhe
LAH_1,NA,"109.0,109.0","188.0,162.0","132.0,134.0","248.0,248.0","129.0,121.0",NA,Lahu
LAH_2,NA,"121.0,121.0","162.0,156.0","131.0,131.0","252.0,248.0","121.0,117.0",NA,Lahu
LAH_3,NA,"109.0,109.0","184.0,180.0","127.0,131.0","248.0,256.0","100.0,121.0",NA,Lahu
LAH_4,NA,"121.0,121.0","184.0,162.0","127.0,131.0","248.0,248.0","117.0,100.0",NA,Lahu
LAH_5,NA,"113.0,121.0","188.0,162.0","131.0,131.0","248.0,248.0","133.0,133.0",NA,Lahu
LAH_6,NA,"109.0,109.0","162.0,162.0","127.0,132.0","252.0,256.0","133.0,133.0",NA,Lahu
LAH_7,NA,"109.0,121.0","162.0,156.0","132.0,131.0","252.0,248.0","117.0,117.0",NA,Lahu
LAH_8,NA,"121.0,121.0","184.0,184.0","134.0,134.0","248.0,248.0","100.0,121.0",NA,Lahu
LAH_9,NA,"109.0,109.0","172.0,156.0","127.0,127.0","248.0,260.0","125.0,121.0",NA,Lahu
LAH_10,NA,"117.0,109.0","172.0,162.0","131.0,134.0","252.0,248.0","133.0,117.0",NA,Lahu
MIA_1,NA,"109.0,109.0","156.0,156.0","131.0,131.0","248.0,248.0","125.0,133.0",NA,Miao
MIA_2,NA,"121.0,121.0","156.0,162.0","132.0,132.0","252.0,248.0","121.0,125.0",NA,Miao
MIA_3,NA,"121.0,121.0","162.0,156.0","135.0,136.0","248.0,252.0","125.0,137.0",NA,Miao
MIA_4,NA,"121.0,121.0","176.0,172.0","135.0,132.0","252.0,248.0","121.0,125.0",NA,Miao
MIA_5,NA,"109.0,109.0","180.0,156.0","135.0,132.0","248.0,244.0","129.0,121.0",NA,Miao
MIA_6,NA,"109.0,113.0","162.0,162.0","135.0,131.0","248.0,248.0","125.0,121.0",NA,Miao
MIA_7,NA,"121.0,109.0","156.0,172.0","135.0,132.0","248.0,248.0","137.0,125.0",NA,Miao
MIA_8,NA,"109.0,121.0","156.0,156.0","132.0,135.0","252.0,244.0","137.0,137.0",NA,Miao
MIA_9,NA,"109.0,109.0","180.0,162.0","127.0,132.0","248.0,248.0","133.0,125.0",NA,Miao
MIA_10,NA,"109.0,113.0","172.0,162.0","135.0,131.0","248.0,248.0","125.0,121.0",NA,Miao
NAX_1,NA,"117.0,109.0","162.0,156.0","127.0,131.0","248.0,248.0","137.0,125.0",NA,Naxi
NAX_2,NA,"117.0,117.0","156.0,156.0","132.0,127.0","248.0,244.0","125.0,125.0",NA,Naxi
NAX_3,NA,"109.0,117.0","162.0,156.0","135.0,135.0","244.0,244.0","117.0,125.0",NA,Naxi
NAX_4,NA,"117.0,109.0","162.0,162.0","131.0,131.0","248.0,248.0","125.0,125.0",NA,Naxi
NAX_5,NA,"117.0,109.0","162.0,162.0","131.0,131.0","256.0,244.0","121.0,125.0",NA,Naxi
NAX_6,NA,"113.0,109.0","156.0,156.0","131.0,134.0","256.0,248.0","121.0,125.0",NA,Naxi
NAX_7,NA,"109.0,113.0","162.0,162.0","135.0,132.0","244.0,256.0","121.0,125.0",NA,Naxi
NAX_8,NA,"109.0,109.0","172.0,162.0","135.0,131.0","248.0,244.0","125.0,121.0",NA,Naxi
NAX_9,NA,"117.0,117.0","156.0,162.0","131.0,134.0","248.0,248.0","125.0,125.0",NA,Naxi
NAX_10,NA,"117.0,109.0","156.0,172.0","127.0,132.0","256.0,244.0","129.0,125.0",NA,Naxi
ORO_1,NA,"109.0,109.0","176.0,180.0","132.0,131.0","248.0,248.0","125.0,117.0",NA,Oroqen
ORO_2,NA,"117.0,109.0","156.0,162.0","131.0,132.0","244.0,256.0","121.0,100.0",NA,Oroqen
ORO_3,NA,"113.0,117.0","162.0,180.0","132.0,131.0","248.0,248.0","133.0,121.0",NA,Oroqen
ORO_4,NA,"117.0,109.0","176.0,172.0","127.0,132.0","248.0,248.0","121.0,121.0",NA,Oroqen
ORO_5,NA,"117.0,109.0","162.0,184.0","131.0,127.0","248.0,248.0","121.0,125.0",NA,Oroqen
ORO_6,NA,"109.0,117.0","176.0,162.0","131.0,127.0","256.0,248.0","133.0,133.0",NA,Oroqen
ORO_7,NA,"117.0,109.0","162.0,184.0","131.0,131.0","248.0,244.0","121.0,117.0",NA,Oroqen
ORO_8,NA,"117.0,109.0","162.0,162.0","132.0,132.0","248.0,248.0","117.0,129.0",NA,Oroqen
ORO_9,NA,"109.0,117.0","162.0,176.0","131.0,131.0","252.0,248.0","125.0,133.0",NA,Oroqen
ORO_10,NA,"109.0,117.0","156.0,180.0","132.0,131.0","248.0,248.0","125.0,121.0",NA,Oroqen
SHE_1,NA,"113.0,117.0","188.0,162.0","134.0,132.0","252.0,244.0","121.0,133.0",NA,She
SHE_2,NA,"109.0,109.0","162.0,156.0","131.0,131.0","248.0,248.0","121.0,121.0",NA,She
SHE_3,NA,"109.0,113.0","184.0,188.0","134.0,135.0","248.0,252.0","121.0,121.0",NA,She
SHE_4,NA,"109.0,109.0","156.0,176.0","131.0,134.0","256.0,244.0","125.0,117.0",NA,She
SHE_5,NA,"109.0,109.0","156.0,156.0","132.0,135.0","256.0,248.0","125.0,117.0",NA,She
SHE_6,NA,"117.0,113.0","156.0,188.0","132.0,134.0","248.0,248.0","121.0,125.0",NA,She
SHE_7,NA,"109.0,109.0","184.0,176.0","132.0,127.0","244.0,256.0","100.0,121.0",NA,She
SHE_8,NA,"109.0,117.0","156.0,162.0","135.0,134.0","252.0,244.0","129.0,121.0",NA,She
SHE_9,NA,"109.0,109.0","188.0,162.0","127.0,132.0","256.0,248.0","100.0,121.0",NA,She
SHE_10,NA,"109.0,109.0","162.0,188.0","127.0,134.0","244.0,248.0","125.0,121.0",NA,She
TU_1,NA,"113.0,113.0","162.0,156.0","127.0,135.0","252.0,248.0","125.0,129.0",NA,Tu
TU_2,NA,"109.0,113.0","156.0,156.0","131.0,132.0","248.0,248.0","129.0,117.0",NA,Tu
TU_3,NA,"117.0,117.0","162.0,172.0","131.0,127.0","248.0,248.0","125.0,129.0",NA,Tu
TU_4,NA,"113.0,109.0","162.0,156.0","127.0,134.0","252.0,252.0","129.0,121.0",NA,Tu
TU_5,NA,"121.0,113.0","162.0,176.0","131.0,131.0","252.0,248.0","129.0,129.0",NA,Tu
TU_6,NA,"109.0,113.0","172.0,172.0","127.0,131.0","252.0,244.0","129.0,137.0",NA,Tu
TU_7,NA,"109.0,117.0","156.0,162.0","132.0,131.0","248.0,252.0","129.0,125.0",NA,Tu
TU_8,NA,"117.0,109.0","156.0,156.0","131.0,134.0","244.0,248.0","125.0,125.0",NA,Tu
TU_9,NA,"117.0,117.0","162.0,162.0","127.0,131.0","252.0,248.0","133.0,125.0",NA,Tu
TU_10,NA,"113.0,109.0","156.0,172.0","131.0,132.0","244.0,252.0","129.0,125.0",NA,Tu
TUJ_1,NA,"109.0,117.0","176.0,162.0","131.0,131.0","252.0,252.0","121.0,121.0",NA,Tujia
TUJ_2,NA,"109.0,121.0","156.0,156.0","131.0,131.0","248.0,252.0","121.0,121.0",NA,Tujia
TUJ_3,NA,"109.0,113.0","162.0,156.0","131.0,127.0","248.0,252.0","121.0,133.0",NA,Tujia
TUJ_4,NA,"109.0,121.0","156.0,188.0","131.0,131.0","252.0,252.0","117.0,125.0",NA,Tujia
TUJ_5,NA,"113.0,121.0","162.0,176.0","127.0,127.0","252.0,252.0","117.0,133.0",NA,Tujia
TUJ_6,NA,"109.0,109.0","188.0,156.0","134.0,131.0","252.0,252.0","125.0,117.0",NA,Tujia
TUJ_7,NA,"109.0,117.0","156.0,172.0","127.0,127.0","252.0,252.0","121.0,121.0",NA,Tujia
TUJ_8,NA,"113.0,109.0","184.0,162.0","131.0,134.0","252.0,260.0","117.0,125.0",NA,Tujia
TUJ_9,NA,"109.0,113.0","162.0,162.0","131.0,131.0","252.0,256.0","117.0,125.0",NA,Tujia
TUJ_10,NA,"121.0,109.0","188.0,156.0","131.0,135.0","252.0,256.0","133.0,125.0",NA,Tujia
XIB_1,NA,"113.0,109.0","188.0,172.0","132.0,131.0","244.0,244.0","129.0,125.0",NA,Xibe
XIB_2,NA,"113.0,117.0","184.0,188.0","131.0,131.0","244.0,244.0","100.0,117.0",NA,Xibe
XIB_3,NA,"117.0,113.0","176.0,184.0","131.0,131.0","244.0,248.0","129.0,100.0",NA,Xibe
XIB_4,NA,"109.0,109.0","162.0,172.0","131.0,131.0","244.0,244.0","100.0,125.0",NA,Xibe
XIB_5,NA,"117.0,109.0","172.0,180.0","127.0,131.0","244.0,248.0","121.0,100.0",NA,Xibe
XIB_6,NA,"117.0,117.0","176.0,162.0","127.0,131.0","244.0,248.0","100.0,125.0",NA,Xibe
XIB_7,NA,"113.0,121.0","172.0,172.0","127.0,131.0","244.0,244.0","125.0,100.0",NA,Xibe
XIB_8,NA,"117.0,109.0","172.0,184.0","131.0,132.0","244.0,244.0","129.0,117.0",NA,Xibe
XIB_9,NA,"109.0,109.0","184.0,172.0","131.0,131.0","244.0,244.0","117.0,125.0",NA,Xibe
XIB_10,NA,"109.0,117.0","172.0,162.0","132.0,132.0","244.0,248.0","121.0,129.0",NA,Xibe
YI_1,NA,"109.0,117.0","172.0,172.0","134.0,131.0","244.0,248.0","100.0,117.0",NA,Yi
YI_2,NA,"117.0,117.0","172.0,172.0","131.0,127.0","252.0,252.0","125.0,117.0",NA,Yi
YI_3,NA,"109.0,117.0","172.0,172.0","134.0,132.0","260.0,260.0","100.0,100.0",NA,Yi
YI_4,NA,"117.0,117.0","172.0,180.0","131.0,134.0","252.0,252.0","125.0,129.0",NA,Yi
YI_5,NA,"117.0,117.0","172.0,176.0","134.0,134.0","252.0,244.0","100.0,125.0",NA,Yi
YI_6,NA,"113.0,117.0","162.0,172.0","131.0,131.0","252.0,260.0","133.0,137.0",NA,Yi
YI_7,NA,"117.0,109.0","184.0,172.0","127.0,131.0","260.0,248.0","129.0,100.0",NA,Yi
YI_8,NA,"109.0,117.0","172.0,180.0","134.0,127.0","260.0,252.0","133.0,125.0",NA,Yi
YI_9,NA,"117.0,109.0","180.0,172.0","134.0,131.0","252.0,248.0","100.0,117.0",NA,Yi
YI_10,NA,"117.0,117.0","172.0,176.0","134.0,134.0","256.0,252.0","129.0,137.0",NA,Yi
CAM_1,NA,"109.0,109.0","162.0,184.0","132.0,131.0","248.0,252.0","137.0,117.0",NA,Cambodians- Khmer
CAM_2,NA,"121.0,113.0","172.0,162.0","131.0,131.0","252.0,244.0","129.0,121.0",NA,Cambodians- Khmer
CAM_3,NA,"109.0,121.0","176.0,172.0","135.0,132.0","248.0,244.0","129.0,125.0",NA,Cambodians- Khmer
CAM_4,NA,"121.0,109.0","162.0,180.0","132.0,127.0","256.0,248.0","121.0,117.0",NA,Cambodians- Khmer
CAM_5,NA,"113.0,109.0","188.0,156.0","134.0,131.0","248.0,248.0","133.0,137.0",NA,Cambodians- Khmer
CAM_6,NA,"109.0,109.0","172.0,156.0","135.0,134.0","248.0,252.0","129.0,133.0",NA,Cambodians- Khmer
CAM_7,NA,"109.0,109.0","184.0,156.0","127.0,127.0","244.0,248.0","125.0,129.0",NA,Cambodians- Khmer
CAM_8,NA,"109.0,109.0","188.0,188.0","134.0,132.0","256.0,248.0","133.0,121.0",NA,Cambodians- Khmer
CAM_9,NA,"113.0,109.0","188.0,156.0","132.0,135.0","248.0,248.0","100.0,141.0",NA,Cambodians- Khmer
CAM_10,NA,"109.0,113.0","162.0,180.0","132.0,132.0","252.0,248.0","125.0,125.0",NA,Cambodians- Khmer
MEL_1,NA,"121.0,113.0","176.0,176.0","127.0,131.0","260.0,256.0","100.0,100.0",NA,Melanesian- Nasioi
MEL_2,NA,"109.0,125.0","172.0,188.0","132.0,127.0","252.0,256.0","100.0,100.0",NA,Melanesian- Nasioi
MEL_3,NA,"121.0,121.0","162.0,162.0","127.0,127.0","260.0,260.0","100.0,100.0",NA,Melanesian- Nasioi
MEL_4,NA,"109.0,117.0","162.0,162.0","127.0,127.0","260.0,260.0","117.0,125.0",NA,Melanesian- Nasioi
MEL_5,NA,"121.0,121.0","162.0,162.0","127.0,127.0","260.0,252.0","100.0,117.0",NA,Melanesian- Nasioi
MEL_6,NA,"113.0,121.0","188.0,162.0","132.0,127.0","256.0,260.0","100.0,117.0",NA,Melanesian- Nasioi
MEL_7,NA,"125.0,125.0","176.0,176.0","127.0,132.0","256.0,256.0","117.0,100.0",NA,Melanesian- Nasioi
MEL_8,NA,"117.0,113.0","188.0,162.0","127.0,127.0","256.0,256.0","117.0,117.0",NA,Melanesian- Nasioi
MEL_9,NA,"121.0,109.0","162.0,172.0","127.0,127.0","260.0,256.0","100.0,100.0",NA,Melanesian- Nasioi
MEL_10,NA,"109.0,125.0","162.0,176.0","127.0,127.0","256.0,256.0","100.0,117.0",NA,Melanesian- Nasioi
YAK_1,NA,"109.0,121.0","162.0,172.0","131.0,132.0","252.0,248.0","133.0,125.0",NA,Yakut
YAK_2,NA,"121.0,109.0","176.0,172.0","136.0,136.0","248.0,252.0","125.0,129.0",NA,Yakut
YAK_3,NA,"109.0,109.0","180.0,172.0","132.0,136.0","244.0,248.0","121.0,133.0",NA,Yakut
YAK_4,NA,"109.0,121.0","188.0,188.0","136.0,131.0","256.0,248.0","129.0,125.0",NA,Yakut
YAK_5,NA,"121.0,109.0","172.0,176.0","132.0,136.0","248.0,252.0","133.0,100.0",NA,Yakut
YAK_6,NA,"109.0,121.0","176.0,172.0","131.0,132.0","252.0,260.0","125.0,125.0",NA,Yakut
YAK_7,NA,"121.0,109.0","180.0,180.0","132.0,132.0","248.0,244.0","125.0,129.0",NA,Yakut
YAK_8,NA,"121.0,121.0","162.0,162.0","132.0,131.0","248.0,252.0","121.0,121.0",NA,Yakut
YAK_9,NA,"121.0,121.0","162.0,176.0","132.0,132.0","260.0,252.0","133.0,129.0",NA,Yakut
YAK_10,NA,"121.0,121.0","162.0,162.0","132.0,136.0","248.0,248.0","129.0,133.0",NA,Yakut
PIM_1,NA,"109.0,109.0","156.0,162.0","131.0,131.0","252.0,256.0","133.0,129.0",NA,Pima- Mexico
PIM_2,NA,"109.0,109.0","162.0,162.0","131.0,131.0","256.0,252.0","133.0,129.0",NA,Pima- Mexico
PIM_3,NA,"109.0,121.0","156.0,162.0","131.0,131.0","252.0,252.0","129.0,121.0",NA,Pima- Mexico
PIM_4,NA,"109.0,109.0","162.0,162.0","131.0,131.0","244.0,244.0","121.0,121.0",NA,Pima- Mexico
PIM_5,NA,"121.0,109.0","180.0,162.0","131.0,131.0","252.0,244.0","129.0,125.0",NA,Pima- Mexico
PIM_6,NA,"117.0,109.0","172.0,156.0","131.0,131.0","248.0,244.0","121.0,121.0",NA,Pima- Mexico
PIM_7,NA,"117.0,121.0","162.0,176.0","131.0,131.0","256.0,256.0","129.0,117.0",NA,Pima- Mexico
PIM_8,NA,"109.0,117.0","162.0,162.0","131.0,131.0","252.0,248.0","125.0,121.0",NA,Pima- Mexico
PIM_9,NA,"117.0,117.0","176.0,162.0","131.0,131.0","252.0,252.0","129.0,133.0",NA,Pima- Mexico
PIM_10,NA,"109.0,121.0","162.0,162.0","131.0,131.0","248.0,256.0","117.0,133.0",NA,Pima- Mexico
MAY_1,NA,"117.0,109.0","156.0,162.0","127.0,131.0","248.0,252.0","129.0,125.0",NA,Maya- Yucatan
MAY_2,NA,"117.0,117.0","156.0,156.0","135.0,131.0","252.0,252.0","129.0,125.0",NA,Maya- Yucatan
MAY_3,NA,"109.0,117.0","180.0,156.0","127.0,131.0","248.0,248.0","125.0,129.0",NA,Maya- Yucatan
MAY_4,NA,"109.0,113.0","172.0,172.0","131.0,131.0","248.0,252.0","125.0,117.0",NA,Maya- Yucatan
MAY_5,NA,"109.0,109.0","156.0,156.0","131.0,131.0","248.0,248.0","129.0,129.0",NA,Maya- Yucatan
MAY_6,NA,"109.0,117.0","156.0,162.0","135.0,132.0","256.0,252.0","121.0,121.0",NA,Maya- Yucatan
MAY_7,NA,"109.0,109.0","156.0,162.0","134.0,135.0","244.0,248.0","129.0,129.0",NA,Maya- Yucatan
MAY_8,NA,"113.0,109.0","156.0,162.0","132.0,131.0","248.0,244.0","129.0,129.0",NA,Maya- Yucatan
MAY_9,NA,"117.0,113.0","162.0,172.0","131.0,131.0","252.0,248.0","129.0,129.0",NA,Maya- Yucatan
MAY_10,NA,"109.0,109.0","156.0,156.0","131.0,131.0","248.0,248.0","129.0,121.0",NA,Maya- Yucatan
AME_1,NA,"113.0,117.0","156.0,172.0","127.0,127.0","244.0,248.0","121.0,121.0",NA,Amerindians 
AME_2,NA,"113.0,109.0","156.0,172.0","127.0,127.0","248.0,248.0","125.0,100.0",NA,Amerindians 
AME_3,NA,"113.0,113.0","172.0,172.0","127.0,127.0","248.0,248.0","121.0,121.0",NA,Amerindians 
AME_4,NA,"117.0,117.0","172.0,156.0","127.0,132.0","248.0,248.0","121.0,121.0",NA,Amerindians 
AME_5,NA,"113.0,113.0","172.0,156.0","127.0,127.0","244.0,244.0","121.0,125.0",NA,Amerindians 
AME_6,NA,"117.0,113.0","172.0,156.0","127.0,132.0","248.0,248.0","121.0,117.0",NA,Amerindians 
AME_7,NA,"117.0,117.0","172.0,156.0","127.0,127.0","248.0,248.0","121.0,121.0",NA,Amerindians 
AME_8,NA,"113.0,117.0","172.0,172.0","127.0,132.0","244.0,248.0","100.0,117.0",NA,Amerindians 
